pid,PCC_1,PCC_2,PCC_3,PCC_4,PCC_5,CAF_1,CAF_2,CAF_3,CAF_4,CAF_5,T4_1,T4_2,T4_3,T4_4,T4_5,T8_1,T8_2,T8_3,T8_4,T8_5,Treg_1,Treg_2,Treg_3,Treg_4,Treg_5,B_1,B_2,B_3,B_4,B_5,NEU_1,NEU_2,NEU_3,NEU_4,NEU_5,MO_1,MO_2,MO_3,MO_4,MO_5,MAC_1,MAC_2,MAC_3,MAC_4,MAC_5,DC_1,DC_2,DC_3,DC_4,DC_5
Q3UM45,26721.60352,51423.21484,49353.90234,45954.23828,30587.84766,56237.37109,86386.80469,67020.47656,82858.70313,57059.5,99946.57813,95727.77344,90676.85156,103274.875,94797.30469,103460.4609,107203.1406,94462.14063,106774.1328,94718.88281,113249.4531,103906.2344,103264.3672,110164.2188,105518.1641,108556.6328,134664.9375,85756.50781,108606.4453,116069.9141,95041.75781,86608.3125,84744.96875,113529.9297,99744.74219,99886.47656,96687.1875,81657.5625,95558.71094,85105.71094,96344.19531,97740.6875,92900.39063,90660.55469,90440.64063,107685.5391,109124.4453,88927.73438,106140.5,109883.0469
Q3UMB5,30477.28516,24850.94727,21164.30664,20376.61328,23935.83594,20226.00195,26036.83203,36752.43359,28734.10156,34174.97656,22332.0332,39555.82813,30134.37891,22034.19922,16841.28711,38582.94922,19278.53516,31447.72656,22023.10352,22608.56055,38601.98047,38844.72266,30529.67188,23422.64648,18587.89063,29383.82031,46099.91406,29139.86523,23443.06055,31291.06445,28030.42188,23897.51172,32083.04492,24842.75,31660.33594,31413.90234,26623.87109,31869.15625,15495.21973,17309.71289,31588.67383,18709.16797,21667.05469,16067.69336,21451.0918,43765.26172,28843.94531,22168.375,32897.76563,35749.68359
Q3UMB9,85908.67969,113224.8984,155481.3281,114121.0391,109038.3516,130877.8906,115892.5078,147312.8594,115793.875,110535.8047,85226.53125,21829.44922,67064.4375,44339.41797,78154.3125,76877.32031,88551.36719,70515.17188,77395.17188,88382.00781,41398.38672,45162.96094,70772.67188,27257.29883,75468.28125,75300.04688,110558.75,26030.48242,81581.05469,101660.6563,126656.3281,121414.8594,117772.875,97464.15625,33470.39063,103455.8125,64291.50781,74827.66406,77568.89844,108903.3594,115579.9063,117374.0156,120600.7188,144299.4375,109547.1094,107723.7031,104459.5234,165939.4844,111810.9844,97177.49219
Q3UMC0,39231.85547,37444.85938,19741.77148,33109.91016,28552.18164,15224.10352,27594.70508,25110.91406,41724.22266,33233.47266,30215.48242,27990.1875,51545.22266,30299.92969,67403.90625,54584.04688,21293.65039,25854.00391,24569.05469,34324.08594,30123.70508,41317.27344,23317.70313,25256.81055,61448.13672,32900.74609,17229.25586,27031.89258,32181.75,19704.82227,30281.58789,32397.24414,27172.88867,22249.67773,43934.54297,38020.75391,22075.10742,30832.89648,18026.78516,38257.5625,20692.49023,19612.99805,28483.41211,19727.27734,26565.50586,36024.33984,23061.02148,18411.78125,21563.67773,36247.18359
Q3UMF0,27344.68164,24168.63281,23420.98828,34498.16797,36841.43359,23617.62695,20249.73438,29335.45508,18363.85547,30021.68359,22654.80273,29350.11914,28801.62891,32683.69727,25136.70508,41144.28516,37356.07813,21641.07422,31160.17773,26245.54297,27368.31641,29402.7832,28355.70313,23357.27344,31457.76953,30731.58398,30180.88867,58512.11328,50305.02344,39137.72656,28589.52148,29061.36133,36021.36328,44597.39063,51140.76563,26213.79492,26288.09961,21555.21094,23136.20703,27398.34766,24553.27344,26131.26953,14439,19546.43164,22259.75586,20509.11328,23053.06641,27111.00781,17220.19141,18890.18164
Q3UMR5,183062.3438,140865.4375,243596.9375,179858.0313,128834.0938,76338.90625,73337.90625,98016.17969,80056.48438,68387.6875,34645.27344,28559.52539,27879.18945,31078.75781,38743.78516,46110.03125,22499.33789,32278.92383,18947.70898,23175.97461,45747.53125,42398.12109,42638.96094,39735.24219,27181.04492,45326.89063,28838.74023,55595.8125,51615.87109,35128.14844,94408.96094,105804.8125,157749.7969,100283.2969,71438.70313,32933.71094,26214.85156,62868.30859,31228.16406,27182.23047,58346.76563,55831.77734,97186.61719,57592.06641,55597.50391,30865.13672,19205.79102,141676.7656,36542.85938,19849.92578
Q3UMT1,34954.14453,25766.1543,34737.18359,35928.38281,23662.21094,23902.53711,37699.50781,23474.01367,27140.52148,17994.54492,41935.97266,26322.79102,31943.73438,30957.74219,16605.74609,16065.73926,27998.16406,17313.82227,33963.95313,25763.97461,29245.88672,29863.2207,23482.34766,32744.98242,27710.39453,31974.2207,25015.54883,29799.31055,27699.44141,31845.42383,38995.64063,17911.36523,27296.13672,73430.36719,46792.83203,21891.08008,18877.07422,19260.81641,21509.16602,29171.10742,49664.68359,60644.25781,29681.6875,58206.77344,27649.86523,39850.71875,49232.19922,18502.41016,40043.22266,49850.22266
Q3UMU9,27034.32227,30184.69922,24284.90039,28261.22266,24966.17188,163378.4063,166056.0156,157650.9844,201617.7969,238570.4219,209136.5313,318994.625,223135.5625,305730.0938,207494.2813,212004.4688,317594.5938,305070.75,384513.125,256566.4844,260895.5,297643.8438,293263.5938,343686.0625,216798.3281,191044.6719,178719.8125,180657.3438,212723.7813,185667.9219,187427.875,194718.9063,24842.60352,146657.2031,41206.72266,262699.0938,246747.8125,204888.8125,262378.375,141276.5,146283.8594,127777.3047,100211.7344,151122.8594,153977.7969,164268.1406,158285.6563,31528.9668,155470.8438,125019.2969
Q3UMW7,19214.38867,23735.91992,20117.80859,40161.47656,39526.37109,23504.58594,25789.16016,24399.27539,28714.54297,19373.60938,24275.125,39068.71094,14642.71387,44580,28047.36328,30947,25007.08398,32578.54102,34291.47266,12758.96875,23138.60742,40059.63672,66355,34426.88672,62333.08594,25289.90625,39610.07031,33545.69922,49052.625,20012.44141,71319.04688,54211.76563,55887.64453,79399.90625,89849.39844,60224.43359,30595.99805,75755.47656,39986.11328,79576.5625,70720.94531,63563.99219,40655.42188,60040.98828,76524.9375,72545.13281,64957.58203,65898.73438,72539.47656,64039.64453
Q3UMW8,35177.94531,19089.32031,29270.875,37293.28516,38034.75391,29322.29102,21669.10352,26679.58008,19171.16211,23324.07031,32499.77344,22341.98438,26506.79492,23026.93164,31112.44727,26674.60547,24102.80469,22990.48828,24572.43164,24754.60742,25035.25195,23227.53711,37495.14063,31365.26367,25585.43164,33744.46094,38406.22656,47450.19141,23159.87891,40913.45313,21145.54102,21559.17383,35819.0625,24625.19727,32185.79297,25204.55859,24762.64258,27885.95508,19317.49414,23433.5332,16947.92969,72375.75781,15442.59961,64243.03516,21607.2832,21613.13867,43109.59766,25922.16602,63057.55859,25908.54688
Q3UMY5,32939.50391,22234.7832,34851.67969,51745.48438,29198.71484,87423.60156,88575.60938,66947.14844,99528.71094,61295.59375,96261.94531,124294.8125,103412.3281,86291.14844,103258.7656,101833.9141,111769.4531,97004.84375,96551.91406,117708.4375,83581.76563,96976.125,110681.1563,105546.9063,123480.625,218682.7031,244971.125,211313.2813,206920.375,244773.3281,84803.35938,85272.74219,89728.67188,100950.2734,114819.6094,108043.7656,124080.0625,84654.71094,110015.9063,124239.2891,101205.2422,130648.4766,95740.30469,126326.8828,126153.4766,105488.875,136254.3281,111868.7969,130612.9063,133740.375
Q3UN02,61668.28125,30829.16602,28049.07031,51219.76563,23968.95898,84441.66406,81908.95313,86912.96875,77588.39063,86706.14844,16704.39063,39444.23047,21891.70313,21404.73047,25977.26367,27197.40039,26722.43359,24791.99219,17863.9375,24346.54102,75117.39063,90070.85156,84431.61719,73442.3125,87515.77344,22563.69531,29907.5918,43386.33203,20222.63281,23861.12695,38190.85547,19226.15234,59313.63672,29254.08398,25245.87695,23343.55078,37046.30469,27559.30273,22545.625,15186.49219,59181.53516,15174.71094,19466.22852,23724.4375,69795.25,61250.10938,21007.65234,29567.01172,21141.26367,61962.24219
Q3UN04,23527.99805,37480.39844,38005.92578,23076.75977,27837.18359,22260.75586,23515.74414,25032.88477,36485.24219,17714.70117,26387.05859,32393.77344,17839.69922,28871.22461,29601.80078,24830.38867,26321.58984,21586.60938,35328.32422,28773.23633,27496.75977,35617.61328,15565.2041,32585.73438,20030.10938,28138.91602,20640.29102,32722.28516,26156.67383,38499.53906,35087.09375,32770.83594,23955.40039,31692.28906,48803.32422,28191.69922,22139.21875,18165.45117,11506.99023,24926.33008,53574.4375,20285.45313,28034.77734,23125.54883,30332.0332,56129.1875,71225.75781,82265.45313,12431.29004,29411.55078
Q3UND0,29187.09766,22434.76172,25546.76367,29391.39648,32583.15039,34866.70703,25309.8418,24747.29297,84138.4375,23506.38867,24382.66797,24361.01563,23198.39844,21314.11328,22566.45508,42212.93359,26048.79688,27943.19336,24077.78711,24362.67383,25325.77539,40194.59766,38142.21484,43006.55859,24740.60352,36487.00391,31839.9082,41505.9375,37829.29297,18539.87305,175941.4688,144446.6094,134519.3906,183823.3906,127686.9609,98112.64063,78768.39844,79396.65625,79723.25,90587.94531,109794.6094,106450.0938,81637.375,102766.7109,102013.8047,85858.03906,70427.03906,71741.57031,77210.59375,66458.33594
Q3UNX5,103022.0469,36268.875,79929.57813,78078.30469,55877.96484,18567.72656,27075.0625,31332.56445,31095.09375,16875.20898,32119.83984,49503.38672,17065.24023,34981.09766,33857.07422,23104.25,15399.20508,27909.09766,30066.72852,44171.11719,35912.25781,27027.85547,24591.50977,40528.125,26451.83398,30202.12305,21232.56445,38919.38672,41696.81641,29594.36719,24669.74219,20173.59375,60456.77734,20976.01367,40113.50781,24720.80664,30357.24609,32910.33984,15446.3877,25506.48633,18838.63086,17414.07227,46492.33984,17526.125,21151.63672,29779.34375,23077.06445,55093.43359,23631.60547,32117.54688
Q3UNZ8,131643.1875,100630.3359,76913.30469,108138.2188,35416.19531,88304.8125,126263.4297,106761.0078,109936.8125,161194.2656,30338.87109,35678.3125,27317.72656,22236.26953,24437.0293,35334.21094,17112.66211,34257.21484,27819.00977,33303.29688,36643.05078,25938.4668,28175.97461,31590.11328,17421.25586,24296.13867,36984.12891,20169.44531,22697.71875,28746.01367,27755.74805,18902.98633,32644.78711,18360.96484,34761.32813,23051.05469,25909.24805,21537.12305,17171.16602,28145,84527.21875,72845.57031,93770.20313,101201.0938,17399.97656,79764.36719,66892.5625,131660.5938,76430.39844,83109.17188
Q3UP24,32633.13672,25445.18555,26422.94531,24129.39453,32362.97461,37637.60547,21904.41211,31919.65039,19891.01172,35832.41797,28407.52148,31840.87695,20112.16992,41459.34766,39374.30859,31447.70508,30958.94922,18703.61523,31719.05273,15332.21777,23361.00977,29227.95117,20453.29297,18574.31836,18361.36719,32329.12695,32919.91016,44734.74219,31453.65234,52183.69141,32819.74609,31723.07813,17810.13672,32515.07227,25747.375,18241.12695,15695.81445,27440.14453,16982.18945,29511.36133,18043.60742,26459.07422,28571.47852,37531.66797,11410.05273,38527.16016,37004.79297,25927.95703,32485.68359,16597.80078
Q3UP87,30964.47461,29096.38477,29424.54102,24109.65625,34173.82422,19044.44922,40693.51953,50109.04688,142354.375,29061.9375,22752.26367,32607.36914,24837.00391,24417.73242,18768.01758,39870.11328,34311.76563,29880.99414,25859.42188,33705.04688,45359.92188,25230.89648,21856.89844,28300.5,23313.49609,28580.29883,31309.18945,42929.27344,33364.75391,35563.3125,459238.9688,504337.7813,459011.9688,557269.0625,572351.9375,53804.09375,40680.71875,347268.2813,38957.60938,101953.2656,106964.875,49048.47266,64126.0625,63844.61719,149699.0625,22551.57227,17975.01172,30732.11133,22774.51953,22522.99805
Q3UPF5,81727.22656,96607.19531,122667.875,29800.23633,23744.1582,117245.6016,77896.83594,116916.9844,92559.32813,79723.57031,123514.0938,109104.9688,115563.3984,136023.4063,117601.8828,130029.1719,121418.3906,127919.9609,116653.2734,114109.7188,114469.0313,123340.3125,115743.6719,101248.875,121739.8672,92193.1875,109313.6016,90937.13281,109770.5156,113810.2031,71015.23438,101012.0859,96607.19531,113145.8906,36665.53516,116854.8594,116121.7969,118027.2656,107782.8203,96052.57031,85321.11719,102222.9297,107157.9375,142007.5625,92158.69531,82050.0625,84249.41406,90127.42969,89641.99219,100371.7734
Q3UPH1,250972.2188,282687.5,303440.0313,283276.375,236403.0625,583196.9375,436314.875,395940.7188,429253.2813,513417.9688,252288.2656,30600.36719,259591.8594,31564.29297,280074.1875,22447.16406,259728.8281,217981.2813,31675.76367,271392.6563,240723.5781,269877.0313,244678.8438,245004.1719,246157.0781,364181.125,288646.9688,232398.0781,367386.3438,314309.3125,336928.625,215993.2656,344319.5938,352161.25,233616.7344,423773,359855.4375,422259.0938,399068.6563,412537.9063,385438.4375,367426.1875,351550.4688,262276.0625,339576.875,370242.6875,372511.0313,423665.4375,352816.4688,388621.5938
Q3UPH7,39099.81641,125793.2344,153962.3125,32377.7832,40480.97656,86823.61719,159357.1563,136352.7188,120326.4688,100415.9688,22695.58789,28170.75977,35713.63672,30928.24609,33325.1875,49087.55859,28698.75586,46172.5,20234.40039,19860.17578,44116.87109,34446.28125,20231.32422,39558.91406,21161.91602,32404.91211,21075.09766,28514.45898,29658.19141,26008.55273,40590.11328,36862.04297,28336.96484,33107.52734,39564.69141,23953.24609,37042.33594,34176.33203,21381.75,29094.98047,8723.500977,18762.93164,21967.02344,34661.85938,18357.19141,87333.14844,109479.6406,23970.5918,88614.375,75807.07031
Q3UPL0,74220.84375,117046.4297,116181.9922,80214.97656,122302.3906,185207.2656,193877.8906,153693.4688,163558.4219,168094.1094,92295.25781,82263.0625,105844.2656,63940.83203,90614.42188,90725.78125,88205.39844,79989.82813,80156.99219,92567.15625,90384.9375,92428.60156,95563.64063,95325.90625,95929.85156,95207.76563,90448.89063,76957.45313,107960.0859,92488.74219,97038.07031,100111.3594,106332.0781,104058.9688,92694.15625,101977.6641,119572.1016,110375.6094,108228.1875,104452.4844,110941.0469,124474.8828,104171.0156,115760.6563,105120.5,121572.1094,115917.7891,115514.0625,122005.5625,113150.2266
Q3UQ28,37405.17969,22754.14453,23037.10156,18849.91602,39315.16406,66260.58594,41588.6875,47590.63672,45429.44922,64622.96094,32273.22656,31463.44727,23044.88477,29824.67383,26934.04102,19305.60938,36095.11328,35926.76563,21037.59961,34708.28906,30273.80273,30285.13086,24235.79492,25722.25,26245.00391,29631.93164,39222.10547,38549.27344,30225.33203,38811.55859,55820.63281,20136.11523,35616.17578,41748.11328,24154.81641,27641.13086,25485.36719,18377.84375,26826.75195,29723.98047,18273.94141,18251.22266,21798.64844,21570.04883,30252.29688,19228.45313,31121.23047,41904.27344,20208.26758,19933.11914
Q3UQ44,90481.17969,92863.79688,88496.94531,88991.47656,86379.83594,62201.74219,65205.21094,59138.63281,77517.95313,25678.8418,92839.85938,89420.88281,94519.23438,61066.80859,82043.01563,119382.7109,66449.64063,78072.3125,77683.84375,79780.39844,38095.67188,75488.83594,71561.58594,58941.03906,58402.83203,35080.55469,25595.125,43538.60156,23301.50977,26456.76563,103460.7344,100723.6406,89206.6875,97815.66406,78079.23438,104563.8438,83241.23438,85139.36719,78825.38281,85600.30469,92779.11719,112005.8359,93033.74219,108709.5938,86938.82031,58206.77344,75018.74219,80760.86719,65210.51172,87470.3125
Q3UQ84,130401.5391,112010.8672,94502.61719,99667.76563,106199.5938,78520.42188,85785.42188,20083.80469,52017.55078,69985.50781,21745.25391,34098.41016,68163.74219,28596.11719,53568.48438,32562.80273,26320.63281,63874.42188,21313.68945,21207.31641,49816.19531,75372.55469,74282.89063,50934.49609,65022.32031,27702.64648,27627.33789,25745.87695,28458.30664,19562.0332,26600.54492,74639.9375,65092.07813,44953.83984,41915.71484,70357.79688,58678.35938,69256.97656,20099.7168,33308.38281,49069.71484,23684.66797,68374.94531,76655.76563,24607.39648,63269.58203,46832.07031,73087.99219,61855.75781,55996.625
Q3UQA7,30524.24219,22521.85156,31332.31641,28588.17969,36553.12891,27677.57031,20247.75391,24241.83594,23743.82813,24998.24219,69976.07031,82894.53125,105320.5391,108130.3594,85063.98438,128649.7578,120901.4844,153772.7344,101535.6016,75068.84375,92856.54688,76720.95313,94795.67969,82942.76563,51512.625,51734.0625,73174.03906,45850.03906,91688.86719,78434.51563,43123.21875,26441.29102,27948.18164,20601.46875,25911.5957,85885.85156,61758.19141,51833.36328,91005.32031,30789.55469,57868.35547,31000.04883,21848.23047,40962.625,39912.17188,67235.07031,49317.11719,32143.14063,40989.41406,63286.35547
Q3UQN2,28953.04297,19602.35547,18024.82031,28790.18945,35910.62109,84678.32813,72781.9375,23092.40039,87734.25781,92399.15625,27266.07422,30998.63672,29922.32422,30928.42969,38064.98828,15292.48828,28405.26953,27528.82227,15727.42871,32432.49219,32304.83789,40036.73438,29949.07813,30838.0332,27790.24609,27762.97852,30178.95313,35297.83594,34719.39453,27853.45703,84059.82813,59732.24609,73473.39063,100928.3906,26366.34375,97739.52344,75260.14063,53118.79297,75259.34375,105615.4453,114506.2656,88245.75781,95218.84375,110746.1484,101155.6172,117646.6719,99776.26563,80986.78906,128262.8906,117241.7266
Q3UQU0,29357.45508,28640.47852,24442.32813,31894.57227,30593.875,27948.79102,25131.80469,22987.25195,17612.84766,41575,60630.10938,65473.82031,50331.40234,28712.47461,84957.32031,37749.53125,62330.90234,35224.60156,79100.46094,52273.42188,44385.01953,59161.23438,61940.375,25202.89258,88885.17969,117919.0156,70585.59375,26284.51953,89983.72656,75604.09375,19236.04297,16770.21094,22879.9043,35871.23828,44857.72266,73298.75,24032.99219,38361.69531,35330.91406,15616.61035,49835.62891,27593.35352,16753.18164,18029.96875,59645.75781,71267.67188,50458.28906,21398.36523,23234.1875,67937.92188
Q3UR70,34511.69141,32946.79688,21113.08008,31992.8457,30923.97461,28009.08594,43017.76172,26971.09961,29642.92188,15692.68066,26504.3418,39320.33594,30050.05664,33240.59375,24034.31055,35705.94141,17782.03125,28763.08203,25106.19922,17273.57031,32674.04102,25843.70117,33039.55469,27002.47852,22536.89258,29479.11133,43259.66406,29886.58398,40178.84375,21799.84375,32901.55078,17685.88281,24040.71484,18039.92188,30650.71484,25506.21484,25775.40625,16201.57715,25721.21289,20539.08203,14369.21582,15417.56934,31632.26172,21500.79297,25233.04688,19622.45117,17064.38281,41918.07031,17351.76953,24042.20898
Q3URD3,30063.38867,28885.38867,25476.33984,26058.69922,29365.50977,34637.41797,24374.90039,27978.51563,41009.79297,37692.53125,24873.57813,56724.56641,26525.72656,31008.22656,23191.42188,30689.43945,24395.01758,25876.07813,20780.21875,28478.95117,37586.96094,35335.19141,18267.44336,29924.56055,24302.22656,34316.57422,26761.50195,61432.53906,45736.12891,31693.79688,39915.25781,42027.30469,41957.49219,59076.43359,37346.27734,35662.79688,21710.4668,32182.00586,26464.09375,50970.02734,19590.33594,37447.28516,24046.24609,33630.16016,48442.85547,26594.58594,15984.7002,23891.79492,25788.4082,61653.80859
Q3URE1,106656.3281,60579.35156,82155.03125,96815.60938,64693.35547,19393.05859,72681.07031,42568.33203,27450.70313,65723.76563,23630.04297,16854.12891,33543.50391,39021.47656,30178.35547,47239.72266,32503.08203,26106.92383,22639.65234,15292.61035,25052.13867,22387.01563,25122.23633,22955.45508,23115.03516,31201.71094,22144.51563,25903.73438,25353.88281,17425.26367,33049.77734,16942.45313,49748.20703,29302.66211,24809.97852,122279.1094,44103.42969,20503.79883,23477.49023,24089.93359,62585.35547,63527.48828,76145.07031,50025.3125,25764.40039,50587.03516,65459.71094,60337.92188,57687.43359,54667.20703
