,CellType,Protein,Corr
3771,CAF,Myo1e_E9Q634,0.16461937667639956
3772,CAF,nan_E9Q6R7,0.07864936804495334
3773,CAF,Numa1_E9Q7G0,-0.09519554301224033
3774,CAF,nan_E9Q7L0,0.10355522625301913
3775,CAF,Abca12_E9Q876,-0.10437907247022982
3776,CAF,nan_E9Q8V6,0.09609352862692289
3777,CAF,Rap1gds1_E9Q912,0.18921337253106443
3778,CAF,nan_E9Q9D8,0.05942298260931923
3779,CAF,nan_E9QA15,0.49924378702721717
3780,CAF,nan_E9QAE3,-0.1497522617770756
3781,CAF,nan_F6R7E8,0.07821362182895543
3782,CAF,nan_F6TQW2,0.30203499251545096
3783,CAF,nan_F6YVP7,0.45117771614716706
3784,CAF,Tpr_F6ZDS4,0.2868962334204621
3785,CAF,Morc3_F7BJB9,-0.1786719210276422
3786,CAF,Skic3_F8VPK0,-0.10858197801180948
3787,CAF,nan_F8VPN4,-0.09872133506466643
3788,CAF,Farp1_F8VPU2,0.14902455422173555
3789,CAF,nan_F8VQ29,-0.06732411166109933
3790,CAF,nan_F8VQ70,-0.08772692438432982
3791,CAF,nan_F8VQ84,-0.18782065478729082
3792,CAF,nan_F8VQC1,0.11196529135973131
3793,CAF,nan_F8VQG4,0.013439551008792315
3794,CAF,nan_G3UXL2,-0.18535860581609306
3795,CAF,QNG1_G3X8U3,-0.03429387853288199
3796,CAF,nan_G3X972,0.39710936493563476
3797,CAF,nan_G3X9B1,-0.23297747495458423
3798,CAF,Nccrp1_G3X9C2,-0.05264382647912878
3799,CAF,Arfgef1_G3X9K3,-0.04082434161249942
3800,CAF,nan_G3X9V8,0.12100246778858506
3801,CAF,Atp2b1_G5E829,0.2752267813836372
3802,CAF,Trip12_G5E870,0.2624798470478336
3803,CAF,nan_G5E895,0.27690167420091466
3804,CAF,Poglut3_G5E897,-0.13978310942505454
3805,CAF,Arfip1_G5E8V9,0.39439286599033635
3806,CAF,nan_G5E8Z3,0.007324067065405034
3807,CAF,nan_H3BKP8,0.1928538359590762
3808,CAF,Calhm3_J3QMI4,-0.12114066517720555
3809,CAF,nan_J3QN89,-0.2318237955865459
3810,CAF,nan_K7N641,0.08357206177148828
3811,CAF,Hk2_O08528,0.3764393481329882
3812,CAF,Capn2_O08529,0.5060147460965921
3813,CAF,S1pr1_O08530,-0.13676557273285972
3814,CAF,Sec22b_O08547,0.4218947658859544
3815,CAF,Dpysl2_O08553,0.4749458049146011
3816,CAF,Lgals9_O08573,0.42541812114853683
3817,CAF,Emd_O08579,-0.04243002623667918
3818,CAF,Alyref_O08583,0.04128553753430788
3819,CAF,Clta_O08585,0.2673457467077048
3820,CAF,Stxbp1_O08599,-0.037951554235425455
3821,CAF,Endog_O08600,-0.21628750995461293
3822,CAF,Myh11_O08638,0.023826844568280978
3823,CAF,Metap2_O08663,0.29381488871483447
3824,CAF,Kng1_O08677,0.25238021913636244
3825,CAF,Capn5_O08688,0.03934271928811962
3826,CAF,Prdx6_O08709,0.46260562470903094
3827,CAF,Bak1_O08734,0.22090560096886283
3828,CAF,Casp6_O08738,-0.000819240803890677
3829,CAF,Ampd3_O08739,-0.0015126772523242629
3830,CAF,Unc5c_O08747,0.15593368813395098
3831,CAF,Dld_O08749,0.24727548715751826
3832,CAF,Hsd17b10_O08756,0.38432952372443724
3833,CAF,Tcof1_O08784,-0.294654137364908
3834,CAF,Dctn1_O08788,0.3602908075261753
3835,CAF,Ebf3_O08791,-0.36417359834907875
3836,CAF,Prkcsh_O08795,0.44413550813936237
3837,CAF,nan_O08797,0.21284796517421298
3838,CAF,Prdx4_O08807,0.12424162842493933
3839,CAF,Diaph1_O08808,0.07898979481123419
3840,CAF,Eftud2_O08810,0.3472891305169372
3841,CAF,RO60_O08848,0.17567441190594793
3842,CAF,Pkd1_O08852,0.03454168883202457
3843,CAF,Galnt1_O08912,0.14775260392724676
3844,CAF,Aip_O08915,0.02971106154216212
3845,CAF,Flot1_O08917,-0.18352621191339688
3846,CAF,Tuft1_O08970,-0.13438367039128926
3847,CAF,Atox1_O08997,-0.23208575223118508
3848,CAF,Ltbp2_O08999,-0.1458846264868316
3849,CAF,Napsa_O09043,-0.030773953983096205
3850,CAF,Psmb1_O09061,0.2046111049872786
3851,CAF,Hdac1_O09106,0.1533845611784306
3852,CAF,Sypl1_O09117,0.09798560134034463
3853,CAF,Gsto1_O09131,0.5415789766640868
3854,CAF,Man2b1_O09159,-0.12394161870866714
3855,CAF,Rpl21_O09167,0.17624495090248243
3856,CAF,Psmc3ip_O35047,0.16071601417005923
3857,CAF,Ptgis_O35074,0.25252627311865866
3858,CAF,Scarb2_O35114,0.19041656434092355
3859,CAF,Phb2_O35129,0.3978363247806263
3860,CAF,Atp5if1_O35143,0.011293099458744666
3861,CAF,Col15a1_O35206,0.5053577735245378
3862,CAF,Cpsf2_O35218,-0.26359425362065403
3863,CAF,Psmd4_O35226,0.301885880287255
3864,CAF,Kifc3_O35231,-0.08712782724668414
3865,CAF,Ptpn9_O35239,0.0023680489173396086
3866,CAF,Dhx15_O35286,0.06686187547388746
3867,CAF,Purb_O35295,0.23945919235809504
3868,CAF,Srsf5_O35326,0.033274791795393076
3869,CAF,Kpna4_O35343,0.15899350834729795
3870,CAF,Kpna3_O35344,0.07132743630387268
3871,CAF,Kpna6_O35345,0.2920100502568888
3872,CAF,Capn1_O35350,0.09205552506502214
3873,CAF,Abcc1_O35379,-0.20066368647198482
3874,CAF,Anp32a_O35381,0.3550225186917074
3875,CAF,Exoc4_O35382,-0.11361273947852162
3876,CAF,Ppef2_O35385,-0.19479099083902493
3877,CAF,Hax1_O35387,0.0007959680367889515
3878,CAF,Sult2b1_O35400,-0.32239421424456927
3879,CAF,Pld3_O35405,0.0928618519057813
3880,CAF,Bok_O35425,-0.21123295356384877
3881,CAF,Hpn_O35453,0.033861587892238476
3882,CAF,Ech1_O35459,0.236579644615707
3883,CAF,Fkbp8_O35465,0.11667508508828264
3884,CAF,Notch2_O35516,-0.283044041815133
3885,CAF,Psmd14_O35593,0.40637682675491466
3886,CAF,Adam10_O35598,-0.05675585089849918
3887,CAF,Npc1_O35604,-0.062244007375558574
3888,CAF,Scamp3_O35609,0.19580048697077848
3889,CAF,Stag2_O35638,-0.08037099863391102
3890,CAF,Anxa3_O35639,0.609055969442817
3891,CAF,Anxa8_O35640,0.214966423652189
3892,CAF,Ap1b1_O35643,0.4670251992106538
3893,CAF,C1qbp_O35658,0.15049798570252568
3894,CAF,Myadm_O35682,0.6745478002708113
3895,CAF,Nudc_O35685,0.06169795580272539
3896,CAF,Pnn_O35691,-0.25879911306499687
3897,CAF,Sptlc1_O35704,0.1546441349000556
3898,CAF,Hnrnph1_O35737,0.5183383043461063
3899,CAF,Chil3_O35744,0.2871130077724492
3900,CAF,Api5_O35841,0.23959069686662418
3901,CAF,Bcat2_O35855,0.11878915575493879
3902,CAF,Timm44_O35857,-0.15210771181163713
3903,CAF,Cops5_O35864,0.21601233282114593
3904,CAF,Calu_O35887,0.32040055350684116
3905,CAF,Sp100_O35892,-0.41706804484967297
3906,CAF,Aldh1a7_O35945,-0.09863557416032548
3907,CAF,Psmb10_O35955,0.1031273686840794
3908,CAF,nan_O43790,-0.11238573019150289
3909,CAF,Zw10_O54692,-0.015396297126371184
3910,CAF,Cavin1_O54724,0.05723277185805549
3911,CAF,Ddost_O54734,0.5200959493693115
3912,CAF,Ap3d1_O54774,-0.11192243608030167
3913,CAF,Il16_O54824,-0.39101657830881986
3914,CAF,Bysl_O54825,-0.2733952089139348
3915,CAF,Cd200_O54901,-0.2785001011367404
3916,CAF,Reps1_O54916,-0.18048659616578613
3917,CAF,Smarce1_O54941,-0.22137230334760094
3918,CAF,Prkag1_O54950,0.08669017763613608
3919,CAF,Banf1_O54962,0.07529179743465218
3920,CAF,Tnk2_O54967,-0.19846202325038656
3921,CAF,Get3_O54984,0.45701210784379526
3922,CAF,Slk_O54988,-0.0669379783888708
3923,CAF,Prom1_O54990,-0.22971377228559955
3924,CAF,Pgrmc1_O55022,-0.14561020166868996
3925,CAF,Impa1_O55023,0.40374995686677156
3926,CAF,Entpd2_O55026,0.03477474285434101
3927,CAF,Copb2_O55029,0.4370364356795203
3928,CAF,Pde6d_O55057,0.16951256942601073
3929,CAF,Tpmt_O55060,-0.288630835254177
3930,CAF,Impact_O55091,-0.21953583596613083
3931,CAF,Stk10_O55098,-0.12579870738844331
3932,CAF,Syngr1_O55100,-0.02563275907590215
3933,CAF,Syngr2_O55101,0.4205764347575373
3934,CAF,Dsg2_O55111,0.06427280689230382
3935,CAF,Nipsnap1_O55125,0.13925177191637725
3936,CAF,Nipsnap2_O55126,0.26931894892185665
3937,CAF,Septin7_O55131,0.5253672708050423
3938,CAF,Eif6_O55135,0.19364440729939777
3939,CAF,Rpl35a_O55142,0.001512234466835912
3940,CAF,Atp2a2_O55143,0.351791366096854
3941,CAF,Supt5h_O55201,0.1585487680037221
3942,CAF,Ilk_O55222,0.1621270960055187
3943,CAF,Chkb_O55229,-0.24820091751670828
3944,CAF,Psmb5_O55234,0.24767441103668736
3945,CAF,Dhx9_O70133,0.38442834903159023
3946,CAF,Ncf2_O70145,0.19618392023250353
3947,CAF,Dpm1_O70152,0.009190741536930804
3948,CAF,Pip4k2a_O70172,-0.17970277387209108
3949,CAF,Eif3d_O70194,0.23033129505279964
3950,CAF,Atp9a_O70228,0.053944096433479076
3951,CAF,Eef1b_O70251,0.4525509221999702
3952,CAF,Hmox2_O70252,-0.05978186658238762
3953,CAF,Lnx1_O70263,-0.2875909669571092
3954,CAF,Nmt1_O70310,0.3161386890944326
3955,CAF,Nmt2_O70311,-0.05927650806001159
3956,CAF,Epb41l2_O70318,0.3809019219731672
3957,CAF,Gpx4_O70325,0.03879899599918375
3958,CAF,Emc8_O70378,-0.13004028403244103
3959,CAF,Pdlim1_O70400,0.5832110479058428
3960,CAF,Aoc3_O70423,-0.18584687966664426
3961,CAF,Psma3_O70435,0.18705414576559806
3962,CAF,Stx7_O70439,0.4827370844599228
3963,CAF,Sfn_O70456,0.21574387208137819
3964,CAF,Ugdh_O70475,0.36005117996612995
3965,CAF,Stra6_O70491,0.13697281285811874
3966,CAF,Snx3_O70492,0.20303322814769934
3967,CAF,Snx12_O70493,-0.03332875701515867
3968,CAF,Hsd17b12_O70503,0.45736802980259866
3969,CAF,Srpk1_O70551,-0.214037441914113
3970,CAF,Sprr2h_O70559,-0.06305211571273664
3971,CAF,Sprr2k_O70562,-0.07591444647427158
3972,CAF,Slc25a17_O70579,0.049669818859897186
3973,CAF,Alox12b_O70582,-0.1087337406063475
3974,CAF,Cask_O70589,-0.057264115950987675
3975,CAF,Pfdn2_O70591,-0.3088593144061244
3976,CAF,nan_O76009,-0.06987907195277315
3977,CAF,nan_O76011,-0.014597834173588025
3978,CAF,nan_O76013,0.2656976522983925
3979,CAF,nan_O76014,-0.0798995458068153
3980,CAF,nan_O76015,-0.08478779216385442
3981,CAF,Ttc3_O88196,0.008289928135621561
3982,CAF,Col5a1_O88207,0.2714265781496634
3983,CAF,Agr2_O88312,0.19925069470945397
3984,CAF,Nid2_O88322,0.00117358996007452
3985,CAF,nan_O88325,-0.24060426607731625
3986,CAF,Wdr1_O88342,0.5321757864781407
3987,CAF,Ikbkb_O88351,-0.11109729968884541
3988,CAF,Avil_O88398,0.09694783441334005
3989,CAF,Dhcr7_O88455,0.05748899118843778
3990,CAF,Capns1_O88456,0.23111844430442255
3991,CAF,Dync1i2_O88487,0.27153503563520703
3992,CAF,Nsd1_O88491,0.04956905626913334
3993,CAF,Ppt1_O88531,0.18019113795725417
3994,CAF,Cops3_O88543,0.4227002682515421
3995,CAF,Cops4_O88544,0.10042622704535022
3996,CAF,Cops6_O88545,-0.007156281745209192
3997,CAF,Hnrnpa2b1_O88569,0.2754366642135316
3998,CAF,Comt_O88587,-0.21999737177137868
3999,CAF,Pglyrp1_O88593,-0.15198385672299025
4000,CAF,Parg_O88622,-0.23352628067631157
4001,CAF,Usp2_O88623,-0.21837355038946576
4002,CAF,Pak1_O88643,0.38035855957358194
4003,CAF,Lamtor3_O88653,-0.03420413459585313
4004,CAF,Creg1_O88668,-0.26514718068929183
4005,CAF,Dgka_O88673,-0.26399490176335016
4006,CAF,Psmc3_O88685,0.43375718096222093
4007,CAF,Ctbp1_O88712,0.3353602920312196
4008,CAF,Map7_O88735,-0.17300612207809077
4009,CAF,Tom1_O88746,-0.23086770763599726
4010,CAF,F5_O88783,0.04735848917551363
4011,CAF,Rpp30_O88796,-0.168988468478815
4012,CAF,Idh1_O88844,0.538028117904593
4013,CAF,Apaf1_O88879,-0.05379979507072572
4014,CAF,Soat2_O88908,-0.040592638541315375
4015,CAF,Lin7c_O88952,0.004072624529828078
4016,CAF,Gnpda1_O88958,0.1308115870772258
4017,CAF,Yme1l1_O88967,-0.2658886862306157
4018,CAF,Stx8_O88983,0.027234610513607902
4019,CAF,Olfm1_O88998,0.2761945062152945
4020,CAF,Leprot_O89013,-0.10105829437802016
4021,CAF,Lgmn_O89017,0.31225568889647926
4022,CAF,Tpp1_O89023,0.01751220046566423
4023,CAF,Sh3pxd2a_O89032,0.04030660501379891
4024,CAF,Coro1a_O89053,0.22896137247374532
4025,CAF,Cope_O89079,0.16080816408661724
4026,CAF,Rbm3_O89086,0.4003535082089617
4027,CAF,Casp14_O89094,-0.06105241021974225
4028,CAF,Casp8_O89110,-0.06865579403198079
4029,CAF,Lancl1_O89112,0.23362194946484574
4030,CAF,nan_O95678,-0.10750151603985389
4031,CAF,Mt-Cyb_P00158,0.1369850095690914
4032,CAF,Adh1_P00329,0.0006141779867226628
4033,CAF,Mtco1_P00397,0.04252818969781634
4034,CAF,Mtco2_P00405,0.2964984934412488
4035,CAF,Hprt1_P00493,0.33857838034230225
4036,CAF,Amy2a5_P00688,-0.0798823266385825
4037,CAF,nan_P00761,-0.05295030558950597
4038,CAF,Ca2_P00920,0.33036192929183095
4039,CAF,C3_P01027,0.5163853698948195
4040,CAF,C4b_P01029,-0.04703677870082438
4041,CAF,nan_P01044,-0.20565941819044564
4042,CAF,Jchain_P01592,-0.16487892652780456
4043,CAF,Igkv6-17_P01633,-0.04028192780579646
4044,CAF,nan_P01657,0.02469339392146389
4045,CAF,nan_P01725,-0.36411178762271773
4046,CAF,nan_P01786,-0.02357916378564826
4047,CAF,Thy1_P01831,0.5575606663315611
4048,CAF,Igkc_P01837,0.14363548756542133
4049,CAF,Ighg2b_P01867,0.4558674403910852
4050,CAF,Ighm_P01872,0.10223770600023036
4051,CAF,B2m_P01887,0.10789619271878777
4052,CAF,H2-L_P01897,-0.26416981557839553
4053,CAF,H2-K1_P01901,-0.26295400504866123
4054,CAF,Hba_P01942,0.5205817670378794
4055,CAF,nan_P01966,0.30410464700949785
4056,CAF,Col4a1_P02463,0.49777170050837305
4057,CAF,Lamc1_P02468,0.22794573192317316
4058,CAF,Lamb1_P02469,0.5831147682640517
4059,CAF,nan_P02533,-0.14280732746359326
4060,CAF,Krt10_P02535,0.0036099397613115463
4061,CAF,nan_P02538,-0.10361711381292742
4062,CAF,nan_P02662,0.22247372573072605
4063,CAF,nan_P02663,0.25433594340424137
4064,CAF,nan_P02666,0.06934993994935146
4065,CAF,nan_P02668,0.052453267851316376
4066,CAF,nan_P02676,0.007070694620434408
4067,CAF,nan_P02754,-0.08434259832959701
4068,CAF,nan_P02768,0.06697249607331979
4069,CAF,nan_P02769,-0.0648427300133365
4070,CAF,Mt2_P02798,-0.14217324096439543
4071,CAF,Mtnd1_P03888,0.1418998936954197
4072,CAF,Mtnd4_P03911,-0.305665521829114
4073,CAF,Mtatp8_P03930,0.19829325770126216
4074,CAF,Ada_P03958,-0.019847251869311654
4075,CAF,Krt1_P04104,-0.220285252502665
4076,CAF,Fabp4_P04117,0.046823445625686556
4077,CAF,Cfb_P04186,0.3758995586729044
4078,CAF,nan_P04258,0.6653266923511212
4079,CAF,nan_P04259,-0.1783704623057563
4080,CAF,nan_P04264,-0.17643342026528888
4081,CAF,Cd74_P04441,-0.23344958727278847
4082,CAF,Hbb-bh0_P04443,-0.1471439628241018
4083,CAF,Araf_P04627,-0.1602952477683117
4084,CAF,Prnp_P04925,-0.21851320289135842
4085,CAF,Aldoc_P05063,0.1724783000285821
4086,CAF,Aldoa_P05064,0.5536062501869676
4087,CAF,Prkaca_P05132,0.055213271204904546
4088,CAF,Got1_P05201,0.3123343817077158
4089,CAF,Got2_P05202,0.3683784207752942
4090,CAF,Tuba1b_P05213,0.5881138894814982
4091,CAF,Tuba3a_P05214,0.5828523244609735
4092,CAF,Src_P05480,0.0894263953958202
4093,CAF,Krt18_P05784,0.49112000225431474
4094,CAF,nan_P05787,0.5372109467378546
4095,CAF,Myl1_P05977,-0.17342644107331778
4096,CAF,Ldha_P06151,0.613344520838611
4097,CAF,nan_P06344,-0.00990772314642652
4098,CAF,Apoa4_P06728,0.19622791863872083
4099,CAF,Gpi_P06745,0.46397134759170666
4100,CAF,Abcb1b_P06795,-0.09120927369837782
4101,CAF,Ctsl_P06797,-0.16694271299767888
4102,CAF,Ptprc_P06800,-0.06355750802731149
4103,CAF,Me1_P06801,0.3924302926963724
4104,CAF,Enpp1_P06802,-0.14802973838309513
4105,CAF,nan_P06868,-0.20318465333472135
4106,CAF,Cfh_P06909,0.47882725168762935
4107,CAF,S100a4_P07091,0.23548536832083258
4108,CAF,Csf1_P07141,0.1088645568816422
4109,CAF,Ckm_P07310,-0.14160397334652022
4110,CAF,Anxa2_P07356,0.43294122756935904
4111,CAF,nan_P07477,0.04952630802084169
4112,CAF,Alb_P07724,0.4303289172325535
4113,CAF,Krt4_P07744,-0.017058486734858276
4114,CAF,Serpina1a_P07758,0.4329231300846416
4115,CAF,Serpina3k_P07759,0.43880406539026595
4116,CAF,Hsp90aa1_P07901,0.38930801778588064
4117,CAF,Pdia4_P08003,0.3260682786197257
4118,CAF,Aprt_P08030,0.5644624977115432
4119,CAF,Ltf_P08071,0.00010052541748297998
4120,CAF,Fcgr2_P08101,0.22621060911271432
4121,CAF,Hsp90b1_P08113,0.45922283530450564
4122,CAF,Col3a1_P08121,0.4430644403441376
4123,CAF,Col4a2_P08122,0.4899565687344461
4124,CAF,S100a10_P08207,0.2903744535051268
4125,CAF,Apoe_P08226,0.534260380617571
4126,CAF,Sod1_P08228,0.21638391371894564
4127,CAF,Mdh2_P08249,0.4946333785189085
4128,CAF,Fcgr3_P08508,0.06508249060456957
4129,CAF,Nefl_P08551,-0.09143865333506343
4130,CAF,Nefm_P08553,-0.22039633009673804
4131,CAF,Nras_P08556,0.18125406545293535
4132,CAF,nan_P08727,0.38110314916374166
4133,CAF,nan_P08729,0.06915217976304869
4134,CAF,Krt13_P08730,0.00281640440684235
4135,CAF,Gnai2_P08752,0.44874985618176083
4136,CAF,nan_P08779,-0.1024647114212942
4137,CAF,Lyz2_P08905,-0.0678988985553165
4138,CAF,Pgk2_P09041,0.047339721227540175
4139,CAF,Itgb1_P09055,0.2671252897730953
4140,CAF,P4hb_P09103,0.6466626585856573
4141,CAF,Ncl_P09405,0.3112960618746734
4142,CAF,Pgk1_P09411,0.4279991926955683
4143,CAF,Ace_P09470,0.038973102486998895
4144,CAF,Fth1_P09528,0.24487250534805066
4145,CAF,Csf1r_P09581,-0.24563784739185798
4146,CAF,Hmgn2_P09602,-0.08397296305220359
4147,CAF,Sod2_P09671,0.06936145235108558
4148,CAF,Cdh1_P09803,0.40121418535788833
4149,CAF,H2az1_P0C0S6,0.19028441492833212
4150,CAF,Pla2g4b_P0C871,-0.22308228326290497
4151,CAF,Jmjd7_P0C872,-0.30737165048489423
4152,CAF,Mnda_P0DOV1,0.250105533776446
4153,CAF,Ifi204_P0DOV2,-0.02418747314048306
4154,CAF,Calm1_P0DP26,0.24256945816163009
4155,CAF,Anxa1_P10107,0.6722375643870331
4156,CAF,Eef1a1_P10126,0.5826668247550634
4157,CAF,Bcl2_P10417,-0.3708183076527183
4158,CAF,Nid1_P10493,0.5628723268087709
4159,CAF,Alad_P10518,0.13885615285315703
4160,CAF,Ctsb_P10605,0.32980326693494166
4161,CAF,Eif4a2_P10630,0.0300753517447346
4162,CAF,Txn_P10639,0.08196274347756215
4163,CAF,Gstm1_P10649,0.27012418167548236
4164,CAF,Rras_P10833,0.16512905651405763
4165,CAF,Slc3a2_P10852,0.4402572028310415
4166,CAF,H2bc14_P10854,-0.024148272453621587
4167,CAF,H1-0_P10922,0.11907036699626349
4168,CAF,Sub1_P11031,0.013031209327396013
4169,CAF,Mcpt1_P11034,-0.016749833049225032
4170,CAF,Col1a1_P11087,0.6621931979092663
4171,CAF,Parp1_P11103,-0.14807448387079006
4172,CAF,Mpo_P11247,0.2673602319286492
4173,CAF,Fn1_P11276,0.7594036626342633
4174,CAF,Gpx1_P11352,0.3138789622062401
4175,CAF,Fabp3_P11404,-0.11185203071839765
4176,CAF,Lamp1_P11438,0.06521622548797405
4177,CAF,Cdk1_P11440,0.2343276683084771
4178,CAF,Hsp90ab1_P11499,0.5179918540236957
4179,CAF,Dmd_P11531,0.23177547941110926
4180,CAF,Lcn2_P11672,0.30962534579401413
4181,CAF,Krt8_P11679,0.40950925507656183
4182,CAF,Itga5_P11688,0.05323382761992714
4183,CAF,Itgb2_P11835,0.008520738274864829
4184,CAF,Itpr1_P11881,0.036071696065527424
4185,CAF,Nudt19_P11930,-0.003367239615111388
4186,CAF,Tcp1_P11983,0.5281092545550358
4187,CAF,App_P12023,0.022486199336744592
4188,CAF,nan_P12035,0.010582795785020948
4189,CAF,Gusb_P12265,0.07142074932856213
4190,CAF,Pfkl_P12382,0.42835404502575936
4191,CAF,Serpinb2_P12388,0.029891386841340368
4192,CAF,Fabp1_P12710,-0.1650542935073011
4193,CAF,nan_P12763,-0.29777269684286345
4194,CAF,Cox5a_P12787,-0.02885753968309243
4195,CAF,Pdcd6_P12815,0.3869640601041908
4196,CAF,Rpl7a_P12970,0.4565178927971851
4197,CAF,Gsn_P13020,0.5909321873722704
4198,CAF,Cd5_P13379,-0.2705308773642872
4199,CAF,Tnni2_P13412,-0.228551993569488
4200,CAF,Umps_P13439,0.010218937615575973
4201,CAF,Ncam1_P13595,0.11275047288558494
4202,CAF,Icam1_P13597,-0.16602963522638528
4203,CAF,Ca1_P13634,0.07359489067769269
4204,CAF,nan_P13645,-0.19446167478000004
4205,CAF,nan_P13646,-0.1670050587290343
4206,CAF,nan_P13647,-0.1831999849675719
4207,CAF,Gpd1_P13707,0.375264823717144
4208,CAF,Gsta1_P13745,0.3633943221441551
4209,CAF,Dnmt1_P13864,-0.07910349355328983
4210,CAF,S100a6_P14069,0.6277943914986739
4211,CAF,Atp1b1_P14094,0.22668534121336412
4212,CAF,C1qb_P14106,0.046076903737717986
4213,CAF,Rpl27a_P14115,0.48829589011928914
4214,CAF,Rps16_P14131,0.5290315314724405
4215,CAF,Rpl7_P14148,0.4548706001644883
4216,CAF,Mdh1_P14152,0.33167083939100145
4217,CAF,Rpsa_P14206,0.49701904794942847
4218,CAF,Calr_P14211,0.38854668224445915
4219,CAF,Atp1b2_P14231,-0.1388588880436864
4220,CAF,Fgr_P14234,-0.19604736935414122
4221,CAF,H2-Q7_P14429,0.0011661111360546969
4222,CAF,Hspb1_P14602,0.23805303522585616
4223,CAF,Psmd3_P14685,0.4628036901821165
4224,CAF,Lmnb1_P14733,0.22341543049824455
4225,CAF,Anxa6_P14824,0.44622679888235856
4226,CAF,Rplp0_P14869,0.5107577544266948
4227,CAF,Map1b_P14873,0.4488977233892442
4228,CAF,Hmox1_P14901,-0.08142725062047379
4229,CAF,Glul_P15105,0.18028092114705035
4230,CAF,Mcpt2_P15119,-0.051445724710863415
4231,CAF,Prph_P15331,0.3401991679583635
4232,CAF,Cd44_P15379,0.5187075770553994
4233,CAF,nan_P15497,0.22446854169821995
4234,CAF,Nme1_P15532,0.388488807285962
4235,CAF,B4galt1_P15535,0.07668861354961189
4236,CAF,Gstm2_P15626,0.0655343819565244
4237,CAF,nan_P15636,-0.210983713907604
4238,CAF,H1-2_P15864,-0.14334689868634895
4239,CAF,Ca3_P16015,-0.10726773698083313
4240,CAF,Lgals1_P16045,0.7070755215046758
4241,CAF,Fgfr1_P16092,0.03624235465893587
4242,CAF,Lgals3_P16110,0.3781163691444737
4243,CAF,Ldhb_P16125,0.14098577228286902
4244,CAF,Srp14_P16254,-0.3234971150992967
4245,CAF,Cnp_P16330,-0.21356201712773307
4246,CAF,Mmut_P16332,0.08890073090057098
4247,CAF,D1Pas1_P16381,-0.06740065364450447
4248,CAF,Ass1_P16460,0.2259739106040942
4249,CAF,Sptan1_P16546,0.44952550403481545
4250,CAF,Hspa1l_P16627,-0.1605673939412777
4251,CAF,Ctsa_P16675,0.2408134617568238
4252,CAF,Gapdh_P16858,0.4823105804822811
4253,CAF,Lamp2_P17047,0.2636853847630072
4254,CAF,Hmga1_P17095,0.35632369016073295
4255,CAF,Hspa2_P17156,0.5581089337169164
4256,CAF,Eno1_P17182,0.45607123604635147
4257,CAF,Ptbp1_P17225,0.4053682355977501
4258,CAF,Ap2a1_P17426,0.374925340214965
4259,CAF,Ap2a2_P17427,0.4399818760372676
4260,CAF,Gba1_P17439,0.007992180840897983
4261,CAF,Selenbp1_P17563,0.2197271788543235
4262,CAF,Hk1_P17710,0.5259550364614506
4263,CAF,Ppia_P17742,0.5023787514193258
4264,CAF,Tpi1_P17751,0.5492987188305316
4265,CAF,Slc2a1_P17809,0.4734710002888805
4266,CAF,Hspa1b_P17879,0.23642370372166366
4267,CAF,Lyz1_P17897,0.04499247940203653
4268,CAF,Pcna_P17918,-0.22976062141118378
4269,CAF,Ptpra_P18052,0.005140346754274495
4270,CAF,Ctsd_P18242,0.4044218590169424
4271,CAF,nan_P18528,-0.14852522516535563
4272,CAF,Bsg_P18572,0.11808430796986388
4273,CAF,Rps6ka1_P18653,0.014822118970099671
4274,CAF,Rps6ka3_P18654,0.3578944057764297
4275,CAF,Cfl1_P18760,0.4988862245939868
4276,CAF,Krt19_P19001,0.5078452448437186
4277,CAF,nan_P19012,0.016262338134505547
4278,CAF,nan_P19013,-0.016027981659939815
4279,CAF,Fasn_P19096,0.4787512684364667
4280,CAF,Gstp1_P19157,0.3858755674207995
4281,CAF,Nefh_P19246,-0.14412231962259756
4282,CAF,Rpl13a_P19253,0.48740428812713
4283,CAF,Serpinh1_P19324,0.578947176549253
4284,CAF,Cox5b_P19536,0.21791637939455802
4285,CAF,Gstm3_P19639,-0.14505447260564003
4286,CAF,Cox4i1_P19783,0.3317335391869013
4287,CAF,Lsp1_P19973,-0.10780099156947738
4288,CAF,Hspa5_P20029,0.48471245344938296
4289,CAF,nan_P20040,-0.15027293997438532
4290,CAF,Hexb_P20060,0.05513760119190845
4291,CAF,Tmsb4x_P20065,-0.22270226144605043
4292,CAF,Prdx3_P20108,0.20645350126276082
4293,CAF,Vim_P20152,0.5948528775598433
4294,CAF,Map2_P20357,-0.2609346460208676
4295,CAF,Prkca_P20444,-0.05192840039495972
4296,CAF,Fcer2_P20693,-0.1384668994630643
4297,CAF,Plg_P20918,0.16927936787080658
4298,CAF,nan_P20930,0.08205997169746318
4299,CAF,Tpm3_P21107,0.40770469893958944
4300,CAF,Ubl4a_P21126,-0.143775426343213
4301,CAF,Myo5b_P21271,-0.31022797697113963
4302,CAF,Gna11_P21278,0.2334325193920305
4303,CAF,Gnaq_P21279,0.5220464702158729
4304,CAF,Akr1b7_P21300,0.16532053248560827
4305,CAF,Abcb1a_P21447,-0.1896509493461727
4306,CAF,Eno3_P21550,-0.04183808556516094
4307,CAF,Gc_P21614,0.2919458954434242
4308,CAF,Lmnb2_P21619,0.19511311088260416
4309,CAF,Mfge8_P21956,-0.0071996242005936024
